ID,Q_0.1_1,Q_0.1_2,Q_0.2_0,Q_0.3_1,Q_0.3_2,Q_0.3_3,Q_0.3_4,Q_0.4_0,Q_0.5_1,Q_0.5_2,Q_0.5_3,Q_0.5_4,Q_0.6_1,Q_1.0_0,Q_1.11_1,Q_1.11_2,Q_1.12_0,Q_1.13_0,Q_1.14_0,Q_1.15_0,Q_1.1_0,Q_1.6_0,Q_1.7_1,Q_1.7_2,Q_1.8_0,Q_1.9_0,Q_4.0_0,Q_4.11_0,Q_4.11a_1,Q_4.11a_2,Q_4.11a_3,Q_4.11b_1,Q_4.11b_2,Q_4.13_0,Q_4.1_1,Q_4.1_2,Q_4.2_1,Q_4.2_2,Q_4.2_3,Q_4.3_1,Q_4.3_2,Q_4.3a_0,Q_4.4_0
834347,2,1,0,1,1,12,1,1,14,19,14,20,7,1,,,,,,,1,,,,,,1,1,1,1,1,,,2,0,0,1,0,0,1,0,2,1
834362,2,1,,1,1,9,1,1,11,18,11,30,6,1,,,,,,,1,,,,,,1,1,1,1,1,,,2,0,0,1,1,1,5,1,,1
834370,2,1,0,1,1,1,1,1,10,19,0,0,3,3,,,,,,,2,,,,,,2,,,,,,,,0,0,0,1,0,5,0,,0
834374,2,1,,1,1,6,1,1,13,15,13,19,6,1,,,,,,,1,,,,,,1,1,0,0,1,,,2,0,0,1,1,1,3,0,,2
834403,2,1,0,1,1,12,1,1,11,14,11,30,5,5,,,,,,,1,,,,,,1,4,,,,5,1,2,0,0,1,1,1,1,1,2,1
834405,2,1,0,1,1,12,1,1,9,10,9,30,5,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,2
834406,2,1,0,1,1,9,1,1,14,15,0,0,5,1,,,,,,,2,,,,,,1,0,,,,,,0,0,0,1,0,0,3,0,,4
834413,2,1,,1,1,12,1,1,8,13,9,21,2,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
838939,1,1,,1,1,3,1,1,15,16,15,30,9,0,,,,,,,0,,,,,,1,3,,,,5,1,2,0,0,1,0,0,1,0,1,2
839648,2,1,0,1,1,7,1,1,10,10,10,19,7,4,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,
839650,2,1,,1,1,10,1,1,8,15,8,19,12,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
839665,2,1,,1,1,10,1,1,14,15,14,40,7,1,,,,,,,1,,,,,,1,3,,,,5,1,2,0,0,3,1,1,6,1,,4
839666,2,1,,1,1,1,1,1,13,19,13,20,6,1,,,,,,,1,,,,,,1,2,,,,,,2,0,0,1,0,0,1,1,1,2
839667,2,1,,1,1,1,1,1,10,19,10,20,6,1,,,,,,,1,,,,,,1,4,,,,6,1,2,0,0,1,0,0,1,1,0,3
839668,2,1,,1,1,1,1,1,10,19,10,20,5,1,,,,,,,1,,,,,,1,3,,,,6,1,2,0,0,1,1,1,1,1,1,2
839669,2,1,,1,1,1,1,1,11,19,11,20,6,1,,,,,,,1,,,,,,1,1,0,0,0,,,3,0,0,1,0,0,1,1,1,3
839670,2,1,,1,1,1,1,1,12,2,12,19,4,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
839673,2,1,0,1,1,12,0,1,12,219,12,0,2,1,,,,,,,2,,,,,,2,,,,,,,,0,0,1,1,1,1,1,,1
839931,2,1,,1,1,7,1,1,12,18,12,30,6,1,,,,,,,1,,,,,,1,1,1,1,1,,,0,0,0,1,0,0,7,1,,1
839954,2,1,,1,1,12,1,1,13,18,13,30,5,3,,,,,,,3,,,,,,1,1,1,1,1,,,0,0,0,1,0,0,7,1,,1
839963,12,1,0,1,1,12,1,1,7,10,0,0,3,3,,,,,,,1,,,,,,1,5,,,,,,3,0,0,1,0,0,1,0,0,3
839964,2,1,0,1,1,12,0,1,10,21,0,0,8,0,,,,,,,1,,,,,,1,5,,,,,,3,0,0,1,0,0,1,0,2,2
839965,2,1,0,1,1,12,1,1,11,10,0,0,8,1,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,3
839966,3,1,0,1,1,12,0,1,4,21,0,0,3,0,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,3
839967,2,1,0,1,1,12,1,1,11,10,11,30,11,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,3
839970,2,1,0,1,1,12,1,1,11,16,11,30,4,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,2
839971,2,1,0,1,1,12,1,1,12,10,0,0,7,1,,,,,,,1,,,,,,1,5,,,,,,3,0,0,0,0,0,1,0,2,1
839972,2,1,0,1,1,12,1,1,9,10,0,0,6,5,,,,,,,1,,,,,,1,5,,,,,,3,0,0,1,0,0,1,0,0,3
839980,2,1,0,1,1,12,1,1,11,19,11,25,7,1,,,,,,,1,,,,,,1,5,,,,,,0,0,0,1,1,1,1,1,2,1
839982,2,1,,1,1,12,1,1,13,10,13,25,7,1,,,,,,,1,,,,,,2,,,,,,,,0,0,2,1,1,5,1,,1
840018,2,1,0,1,1,1,1,1,14,17,14,21,5,2,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,
840024,1,1,,0,1,0,0,1,12,19,13,25,9,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
840030,2,1,0,1,1,12,1,1,12,16,12,30,7,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,2
840033,2,1,,1,1,12,0,1,9,21,0,0,2,2,,,,,,,1,,,,,,1,5,,,,,,2,0,0,1,0,0,1,0,,3
840034,2,1,0,1,1,12,1,1,13,10,0,0,5,3,,,,,,,1,,,,,,1,5,,,,,,3,0,0,1,0,0,1,0,2,1
840036,2,1,0,1,1,12,0,1,8,21,0,0,5,0,,,,,,,1,,,,,,1,5,,,,,,3,0,0,0,0,0,1,0,0,2
840037,2,1,0,1,1,12,1,1,9,10,0,0,6,5,,,,,,,1,,,,,,1,5,,,,,,3,0,0,1,0,0,1,0,2,3
840039,2,1,0,1,1,12,1,1,9,10,0,0,7,3,,,,,,,1,,,,,,1,5,,,,,,0,0,0,1,0,0,1,0,2,2
840042,2,1,0,1,1,0,0,1,11,18,11,28,8,1,,,,,,,2,,,,,,1,1,0,0,1,,,2,0,0,1,0,0,5,0,,2
840070,7,1,,1,1,5,1,1,12,18,12,19,8,1,,,,,,,1,,,,,,1,5,,,,,,0,0,0,1,0,0,1,0,,5
840161,2,1,0,1,1,6,1,1,10,19,11,30,5,1,0,0,2,5,1,,1,,,,1,1,3,,,,,,,,,,,,,,,,
840244,2,1,,1,1,12,1,1,10,18,10,19,12,3,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
840253,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,
840269,2,1,0,1,1,10,1,1,12,18,13,31,5,1,,,,,,,2,,,,,,1,4,,,,6,1,2,0,0,1,0,0,4,1,,3
840309,2,1,,1,1,9,1,1,10,18,10,30,11,1,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,
840313,2,1,0,1,1,10,1,1,12,17,0,0,3,1,,,,,,,3,,,,,,4,,,,,,,,,,,,,,,,
840328,2,1,,1,1,1,1,1,13,19,13,20,7,1,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,
840349,4,1,,1,1,5,1,1,8,19,0,0,0,3,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,
840370,2,1,0,1,1,9,1,1,11,19,11,28,6,1,,,,,,,1,,,,,,1,1,1,1,1,,,2,0,0,1,0,0,5,1,,5
840371,2,1,0,1,1,9,1,1,11,18,11,30,7,1,,,,,,,1,,,,,,1,5,,,,,,3,0,0,1,1,1,5,1,,6
840419,2,1,,1,1,1,1,1,11,19,11,20,4,1,,,,,,,1,,,,,,1,1,1,1,1,,,2,0,0,0,0,0,1,0,1,1
840425,2,1,0,1,1,9,1,1,11,18,12,25,7,1,,,,,,,1,,,,,,1,5,,,,,,3,0,0,1,1,0,5,0,,4
840490,2,1,,1,1,6,1,1,12,15,12,19,5,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
840492,3,1,,1,1,7,1,0,13,15,13,20,5,0,,,,,,,0,,,,,,3,,,,,,,,,,,,,,,,
840507,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,
840514,4,1,,1,1,8,1,1,12,18,12,20,11,1,1,1,1,1,2,,1,,,,1,1,1,3,,,,3,1,1,0,0,1,1,0,3,0,,2
840521,1,1,,1,1,3,1,1,14,18,14,23,10,1,,,,,,,0,,,,,,1,0,,,,,,0,0,0,3,1,1,1,1,1,3
840529,2,1,,1,1,9,1,1,13,15,13,19,17,2,,,,,,,1,,,,,,2,,,,,,,,0,0,1,0,0,3,0,,2
840601,2,1,,0,0,9,1,1,13,18,13,30,8,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
840693,2,1,,0,0,0,0,0,0,0,0,0,0,2,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
840914,2,1,0,1,1,12,1,1,12,10,12,19,18,3,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
840916,2,1,0,1,1,12,1,1,12,15,12,19,6,3,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,
840917,2,1,0,1,1,1,1,1,10,10,10,0,0,5,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,
840918,12,1,0,1,1,5,1,1,9,19,9,19,5,0,,,,,,,0,,,,,,3,,,,,,,,,,,,,,,,
840919,2,1,0,1,1,12,1,1,11,10,11,19,7,0,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,
840924,5,0,0,1,1,12,1,0,10,0,0,0,7,2,,,,,,,2,,,,,,2,,,,,,,,0,0,0,0,0,0,0,,0
840925,2,0,0,1,1,12,1,1,10,19,10,19,13,2,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
840926,2,1,0,1,1,0,0,1,12,10,12,19,15,0,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,
840927,7,1,0,1,1,12,1,1,12,19,12,20,13,3,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,
840930,2,1,0,1,1,12,1,0,12,19,0,0,7,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
840931,2,1,0,1,1,12,1,1,11,19,11,30,5,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
840935,2,1,0,1,1,12,1,1,11,18,0,0,16,1,,,,,,,3,,,,,,4,,,,,,,,,,,,,,,,
840936,2,1,0,1,1,1,1,1,11,19,11,40,14,2,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
840937,2,1,0,1,1,12,1,1,10,19,10,21,15,5,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
840938,2,1,0,1,1,0,0,1,11,19,0,0,14,1,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,
840941,2,1,0,1,1,12,1,1,10,10,10,19,14,2,,,,,,,1,,,,,,2,,,,,,,,0,0,1,0,0,1,0,,2
840943,2,1,0,1,1,12,1,1,9,10,9,19,5,3,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,
840944,12,0,0,0,0,0,0,1,9,10,10,20,6,5,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,
841003,7,0,,1,1,0,0,1,9,214,12,0,6,5,,,,,,,4,,,,,,4,,,,,,,,,,,,,,,,
841098,2,1,0,1,1,12,0,1,6,217,6,0,7,3,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
841153,11,1,0,1,1,12,0,1,5,17,5,0,2,3,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
841154,2,1,0,1,1,12,1,1,13,219,0,0,3,3,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,
841155,8,1,0,1,1,12,1,1,8,217,0,0,11,1,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,
841269,2,1,0,1,1,12,0,1,11,21,0,0,7,3,,,,,,,1,,,,,,1,5,,,,,,3,0,0,0,0,0,1,0,2,3
841326,2,1,0,1,1,12,1,1,9,16,9,30,4,5,,,,,,,1,,,,,,1,4,,,,4,1,2,0,0,1,1,1,1,1,2,3
841416,2,1,,1,1,12,1,1,10,16,10,30,7,2,,,,,,,1,,,,,,1,4,,,,5,1,2,0,0,1,1,1,1,1,,3
